record_id,cluster_id
r1747,e1164
r1748,e1165
r1749,e1010
r1750,e1166
r1751,e0438
r1752,e0808
r1753,e0070
r1754,e0577
r1755,e0987
r1756,e0510
r1757,e0804
r1758,e0224
r1759,e0819
r1760,e1167
r1761,e0862
r1762,e0088
r1763,e1168
r1764,e0517
r1765,e1092
r1766,e0934
r1767,e1169
r1768,e0920
r1769,e1170
r1770,e0881
r1771,e0342
r1772,e1171
r1773,e0902
r1774,e0444
r1775,e1161
r1776,e0068
r1777,e0327
r1778,e0996
r1779,e0733
r1780,e0851
r1781,e0247
r1782,e0509
r1783,e0280
r1784,e0682
r1785,e0303
r1786,e0047
r1787,e0713
r1788,e1172
r1789,e1109
r1790,e0226
r1791,e0922
r1792,e1173
r1793,e0183
r1794,e0176
r1795,e0657
r1796,e0282
r1797,e0561
r1798,e0737
r1799,e0915
r1800,e1174
r1801,e1175
r1802,e1176
r1803,e0369
r1804,e1177
r1805,e0372
r1806,e1178
r1807,e1179
r1808,e0072
r1809,e1180
r1810,e0264
r1811,e1181
r1812,e1182
r1813,e0828
r1814,e0850
r1815,e1183
r1816,e1184
r1817,e0591
r1818,e1185
r1819,e1163
r1820,e0587
r1821,e1186
r1822,e0244
r1823,e0395
r1824,e1187
r1825,e0013
r1826,e0631
r1827,e0455
r1828,e1188
r1829,e0058
r1830,e0069
r1831,e0092
r1832,e0298
r1833,e0244
r1834,e1189
r1835,e1190
r1836,e1191
r1837,e1192
r1838,e0710
r1839,e0207
r1840,e0254
r1841,e0073
r1842,e0977
r1843,e0472
r1844,e0560
r1845,e1193
r1846,e1194
r1847,e0439
r1848,e0415
r1849,e1195
r1850,e0786
r1851,e1196
r1852,e1197
r1853,e0425
r1854,e0379
r1855,e1198
r1856,e1199
r1857,e1200
r1858,e0866
r1859,e1148
r1860,e0057
r1861,e0766
r1862,e0536
r1863,e1201
r1864,e0712
r1865,e0740
r1866,e1202
r1867,e0913
r1868,e0285
r1869,e1028
r1870,e0923
r1871,e0243
r1872,e1054
r1873,e1186
r1874,e1203
r1875,e1204
r1876,e0352
r1877,e1205
r1878,e0520
r1879,e0326
r1880,e1098
r1881,e1206
r1882,e1207
r1883,e0850
r1884,e0485
r1885,e0764
r1886,e0447
r1887,e0484
r1888,e1208
r1889,e1209
r1890,e0880
r1891,e0369
r1892,e1210
r1893,e0994
r1894,e0628
r1895,e0527
r1896,e1038
r1897,e0980
r1898,e0804
r1899,e1211
r1900,e0728
r1901,e1117
r1902,e1212
r1903,e1110
r1904,e0310
r1905,e0710
r1906,e1213
r1907,e0400
r1908,e1214
r1909,e1212
r1910,e1215
r1911,e1216
r1912,e1217
r1913,e1218
r1914,e0503
r1915,e0584
r1916,e0784
r1917,e1219
r1918,e1063
r1919,e0628
r1920,e1220
r1921,e0958
r1922,e0506
r1923,e0047
r1924,e1161
r1925,e0847
r1926,e0179
r1927,e0574
r1928,e1221
r1929,e1222
r1930,e1223
r1931,e0276
r1932,e1224
r1933,e0411
r1934,e0062
r1935,e1225
r1936,e1226
r1937,e1227
r1938,e1228
r1939,e1229
r1940,e1230
r1941,e1231
r1942,e0587
r1943,e0497
r1944,e1232
r1945,e0501
r1946,e1233
r1947,e1234
r1948,e1235
r1949,e0548
r1950,e0121
r1951,e1088
r1952,e0040
r1953,e1099
r1954,e0148
r1955,e0689
r1956,e1236
r1957,e0896
r1958,e0597
r1959,e0800
r1960,e0670
r1961,e1001
r1962,e1093
r1963,e0217
r1964,e0144
r1965,e0812
r1966,e1237
r1967,e0555
r1968,e0420
r1969,e1238
r1970,e0588
r1971,e0588
r1972,e0417
r1973,e0332
r1974,e1239
r1975,e0100
r1976,e1240
r1977,e1241
r1978,e0270
r1979,e1044
r1980,e1242
r1981,e0278
r1982,e0010
r1983,e0314
r1984,e1165
r1985,e1243
r1986,e0311
r1987,e1244
r1988,e0267
r1989,e1245
r1990,e0449
r1991,e1246
r1992,e0157
r1993,e0753
r1994,e1247
r1995,e1248
r1996,e1249
r1997,e0259
r1998,e1250
r1999,e1251
r2000,e1252
r2001,e1253
r2002,e0758
r2003,e1254
r2004,e1255
r2005,e1256
r2006,e0773
r2007,e1257
r2008,e1258
r2009,e1259
r2010,e0732
r2011,e0327
r2012,e1195
r2013,e1139
r2014,e1260
r2015,e1261
r2016,e1262
r2017,e0925
r2018,e1263
r2019,e0381
r2020,e0485
r2021,e1264
r2022,e0773
r2023,e1012
r2024,e0083
r2025,e0283
r2026,e0832
r2027,e1265
r2028,e0556
r2029,e0425
r2030,e0178
r2031,e0811
r2032,e0042
r2033,e0822
r2034,e0043
r2035,e0310
r2036,e0106
r2037,e0574
r2038,e1236
r2039,e1266
r2040,e1267
r2041,e1268
r2042,e0262
r2043,e1269
r2044,e0282
r2045,e1139
r2046,e0495
r2047,e1076
r2048,e0873
r2049,e1270
r2050,e1201
r2051,e0365
r2052,e1271
r2053,e1272
r2054,e0064
r2055,e1273
r2056,e0040
r2057,e0340
r2058,e1274
r2059,e1275
r2060,e1276
r2061,e1277
r2062,e0549
r2063,e0082
r2064,e1278
r2065,e1279
r2066,e1280
r2067,e1281
r2068,e0347
r2069,e0815
r2070,e1282
r2071,e0171
r2072,e1283
r2073,e0144
r2074,e0385
r2075,e0752
r2076,e0592
r2077,e0880
r2078,e1220
r2079,e1175
r2080,e0389
r2081,e0849
r2082,e1141
r2083,e1284
r2084,e0621
r2085,e1203
r2086,e1201
r2087,e1285
r2088,e1102
r2089,e0858
r2090,e1286
r2091,e0696
r2092,e1287
r2093,e0711
r2094,e0115
r2095,e1288
r2096,e1289
r2097,e0338
r2098,e0755
r2099,e1290
r2100,e0995
r2101,e0122
r2102,e0099
r2103,e1161
r2104,e1291
r2105,e1292
r2106,e0938
r2107,e1293
r2108,e1268
r2109,e0629
r2110,e0627
r2111,e1294
r2112,e0521
r2113,e1295
r2114,e0185
r2115,e1296
r2116,e1297
r2117,e0328
r2118,e1298
r2119,e1299
r2120,e0873
r2121,e1300
r2122,e0744
r2123,e0644
r2124,e0190
r2125,e0751
r2126,e1301
r2127,e0479
r2128,e1302
r2129,e1303
r2130,e1304
r2131,e0347
r2132,e1178
r2133,e1305
r2134,e1242
r2135,e0251
r2136,e0399
r2137,e0603
r2138,e0173
r2139,e1306
r2140,e1307
r2141,e1308
r2142,e1025
r2143,e1309
r2144,e0483
r2145,e1310
r2146,e0256
r2147,e1210
r2148,e1128
r2149,e1311
r2150,e0503
r2151,e0384
r2152,e1312
r2153,e1175
r2154,e1313
r2155,e0161
r2156,e0997
r2157,e0982
r2158,e1314
r2159,e0197
r2160,e1315
r2161,e0274
r2162,e1316
r2163,e0784
r2164,e1317
r2165,e1036
r2166,e0575
r2167,e0066
r2168,e0600
r2169,e1318
r2170,e1319
r2171,e0623
r2172,e0288
r2173,e1093
r2174,e1320
r2175,e1321
r2176,e1322
r2177,e1323
r2178,e0686
r2179,e1324
r2180,e1325
r2181,e0447
r2182,e0782
r2183,e1326
r2184,e0843
r2185,e0767
r2186,e1314
r2187,e0121
r2188,e0309
r2189,e0148
r2190,e1327
r2191,e0993
r2192,e1328
r2193,e0080
r2194,e1329
r2195,e1050
r2196,e0067
r2197,e0471
r2198,e0773
r2199,e1330
r2200,e0271
r2201,e0933
r2202,e1331
r2203,e1332
r2204,e0859
r2205,e0128
r2206,e1333
r2207,e1334
r2208,e1335
r2209,e0676
r2210,e1204
r2211,e0289
r2212,e1091
r2213,e1336
r2214,e1181
r2215,e1337
r2216,e0156
r2217,e0265
r2218,e1133
r2219,e0321
r2220,e1338
r2221,e1056
r2222,e0663
r2223,e0063
r2224,e0308
r2225,e1014
r2226,e0917
r2227,e1339
r2228,e1146
r2229,e1340
r2230,e0913
r2231,e0664
r2232,e0184
r2233,e0359
r2234,e0975
r2235,e1341
r2236,e1342
r2237,e1153
r2238,e1343
r2239,e0180
r2240,e0717
r2241,e1222
r2242,e1250
r2243,e0426
r2244,e1268
r2245,e0388
r2246,e0073
r2247,e1344
r2248,e0511
r2249,e1345
r2250,e1346
r2251,e1347
r2252,e1348
r2253,e0594
r2254,e1234
r2255,e0308
r2256,e0687
r2257,e0731
r2258,e1077
r2259,e1214
r2260,e1349
r2261,e0023
r2262,e1350
r2263,e0575
r2264,e0517
r2265,e1351
r2266,e1352
r2267,e0418
r2268,e1151
r2269,e0485
r2270,e0225
r2271,e1353
r2272,e0968
r2273,e1354
r2274,e0119
r2275,e1355
r2276,e0211
r2277,e1356
r2278,e1357
r2279,e1358
r2280,e0047
r2281,e1109
r2282,e1359
r2283,e0077
r2284,e1360
r2285,e1361
r2286,e0499
r2287,e1362
r2288,e0564
r2289,e1189
r2290,e0337
r2291,e0673
r2292,e0469
r2293,e1144
r2294,e1097
r2295,e0226
r2296,e1332
r2297,e1189
r2298,e0743
r2299,e1363
r2300,e1220
r2301,e0159
r2302,e1224
r2303,e0325
r2304,e0228
r2305,e1044
r2306,e1098
r2307,e0402
r2308,e1364
r2309,e1365
r2310,e1366
r2311,e1367
r2312,e0517
r2313,e1368
r2314,e0564
r2315,e0320
r2316,e1369
r2317,e1370
r2318,e0891
r2319,e0522
r2320,e1371
r2321,e1372
r2322,e1373
r2323,e1304
r2324,e0212
r2325,e0270
r2326,e0873
r2327,e0996
r2328,e0374
r2329,e0191
r2330,e0218
r2331,e1374
r2332,e1375
r2333,e1376
r2334,e0046
r2335,e0695
r2336,e0831
r2337,e0284
r2338,e1163
r2339,e1377
r2340,e0985
r2341,e0230
r2342,e1313
r2343,e1378
r2344,e1332
r2345,e0124
r2346,e1379
r2347,e1380
r2348,e0967
r2349,e1381
r2350,e1382
r2351,e0091
r2352,e1383
r2353,e1121
r2354,e0948
r2355,e1242
r2356,e0258
r2357,e1074
r2358,e0259
r2359,e1170
r2360,e0522
r2361,e1384
r2362,e0967
r2363,e1385
r2364,e1386
r2365,e1387
r2366,e0503
r2367,e0122
r2368,e1388
r2369,e1389
r2370,e0634
r2371,e1390
r2372,e1391
r2373,e0487
r2374,e1392
r2375,e1393
r2376,e1369
r2377,e0873
r2378,e0707
r2379,e1394
r2380,e0689
r2381,e1395
r2382,e1341
r2383,e0272
r2384,e0780
r2385,e0728
r2386,e0237
r2387,e0494
r2388,e0470
r2389,e0528
r2390,e0548
r2391,e1396
r2392,e0570
r2393,e0172
r2394,e0659
r2395,e1397
r2396,e1000
r2397,e0611
r2398,e1398
r2399,e1315
r2400,e1399
r2401,e0636
r2402,e1384
r2403,e0495
r2404,e1400
r2405,e0187
r2406,e1401
r2407,e0658
r2408,e0843
r2409,e1402
r2410,e0792
r2411,e0655
r2412,e0383
r2413,e1403
r2414,e1404
r2415,e0822
r2416,e1405
r2417,e1355
r2418,e1119
r2419,e0801
r2420,e1337
r2421,e0974
r2422,e1406
r2423,e1407
r2424,e1408
r2425,e1315
r2426,e1409
r2427,e0750
r2428,e1410
r2429,e1168
r2430,e1214
r2431,e0023
r2432,e0375
r2433,e0183
r2434,e1411
r2435,e0770
r2436,e0704
r2437,e1412
r2438,e1144
r2439,e0534
r2440,e1413
r2441,e0292
r2442,e1181
r2443,e1414
r2444,e0430
r2445,e0374
r2446,e0728
r2447,e1316
r2448,e1415
r2449,e0876
r2450,e1416
r2451,e1417
r2452,e1214
r2453,e0912
r2454,e1418
r2455,e1419
r2456,e1340
r2457,e1420
r2458,e1421
r2459,e1422
r2460,e1423
r2461,e1195
r2462,e1263
r2463,e0894
r2464,e1424
r2465,e0001
r2466,e0863
r2467,e0816
r2468,e1343
r2469,e1342
r2470,e1030
r2471,e0173
r2472,e1425
r2473,e0238
r2474,e0275
r2475,e0131
r2476,e0901
r2477,e1208
r2478,e0587
r2479,e1426
r2480,e0922
r2481,e0340
r2482,e1077
r2483,e0283
r2484,e1427
r2485,e1242
r2486,e1428
r2487,e0184
r2488,e1429
r2489,e0902
r2490,e1430
r2491,e1431
r2492,e1432
r2493,e1433
r2494,e0617
r2495,e1434
r2496,e0912
r2497,e1435
r2498,e1436
r2499,e0861
r2500,e0663
r2501,e1437
r2502,e1438
r2503,e0238
r2504,e0673
r2505,e0051
r2506,e1439
r2507,e0769
r2508,e1440
r2509,e0250
r2510,e0491
r2511,e1427
r2512,e0063
r2513,e0132
r2514,e0569
r2515,e0906
r2516,e0735
r2517,e1222
r2518,e1344
r2519,e1441
r2520,e1442
r2521,e0888
r2522,e0185
r2523,e1443
r2524,e0127
r2525,e1444
r2526,e1445
r2527,e1446
r2528,e0145
r2529,e0940
r2530,e1447
r2531,e1305
r2532,e0927
r2533,e1448
r2534,e0695
r2535,e0903
r2536,e0711
r2537,e1449
r2538,e1187
r2539,e1139
r2540,e0975
r2541,e0304
r2542,e0940
r2543,e1285
r2544,e1450
r2545,e0444
r2546,e0186
r2547,e0241
r2548,e0514
r2549,e1375
r2550,e0029
r2551,e1451
r2552,e1252
r2553,e1000
r2554,e0426
r2555,e0872
r2556,e1371
r2557,e0422
r2558,e0958
r2559,e0690
r2560,e0991
r2561,e0238
r2562,e0368
r2563,e0828
r2564,e0659
r2565,e1452
r2566,e0867
r2567,e1453
r2568,e0359
r2569,e0288
r2570,e0663
r2571,e0242
r2572,e1454
r2573,e0283
r2574,e1455
r2575,e1456
r2576,e0147
r2577,e0143
r2578,e0464
r2579,e0732
r2580,e0362
r2581,e1457
r2582,e0225
r2583,e0190
r2584,e0255
r2585,e1052
r2586,e1458
r2587,e0323
r2588,e1459
r2589,e1460
r2590,e0272
r2591,e0140
r2592,e0637
r2593,e1130
r2594,e1461
r2595,e0524
r2596,e1457
r2597,e0189
r2598,e1416
r2599,e0577
r2600,e0009
r2601,e1462
r2602,e0298
r2603,e0103
r2604,e1091
r2605,e0882
r2606,e0784
r2607,e0932
r2608,e0871
r2609,e1463
r2610,e1328
r2611,e0013
r2612,e0792
r2613,e1464
r2614,e1465
r2615,e1118
r2616,e1296
r2617,e0623
r2618,e0628
r2619,e1466
r2620,e0206
r2621,e1467
r2622,e1468
r2623,e0755
r2624,e0029
r2625,e1469
r2626,e0008
r2627,e0298
r2628,e0196
r2629,e0782
r2630,e1470
r2631,e0042
r2632,e1471
r2633,e1147
r2634,e1472
r2635,e0332
r2636,e0968
r2637,e1473
r2638,e1474
r2639,e1359
r2640,e1475
r2641,e1476
r2642,e1213
r2643,e1477
r2644,e1423
r2645,e1478
r2646,e1479
r2647,e0286
r2648,e0131
r2649,e1480
r2650,e1279
r2651,e0996
r2652,e0828
r2653,e0712
r2654,e1481
r2655,e0217
r2656,e1482
r2657,e0993
r2658,e1483
r2659,e1484
r2660,e0572
r2661,e0018
r2662,e0045
r2663,e1485
r2664,e0154
r2665,e1486
r2666,e0655
r2667,e0938
r2668,e0131
r2669,e0964
r2670,e0619
r2671,e0230
r2672,e0310
r2673,e1487
r2674,e0118
r2675,e0275
r2676,e0539
r2677,e0637
r2678,e1488
r2679,e0629
r2680,e1489
r2681,e0183
r2682,e0369
r2683,e1490
r2684,e0224
r2685,e0797
r2686,e0998
r2687,e1491
r2688,e0746
r2689,e1120
r2690,e1492
r2691,e0539
r2692,e1493
r2693,e1494
r2694,e0157
r2695,e0745
r2696,e0192
r2697,e1365
r2698,e1495
r2699,e0689
r2700,e1100
r2701,e0788
r2702,e0957
r2703,e0816
r2704,e1496
r2705,e1288
r2706,e1189
r2707,e1497
r2708,e1033
r2709,e1128
r2710,e0282
r2711,e1498
r2712,e1265
r2713,e1002
r2714,e1499
r2715,e0389
r2716,e1500
r2717,e0122
r2718,e0545
r2719,e1501
r2720,e1090
r2721,e0179
r2722,e0822
r2723,e0627
r2724,e1502
r2725,e1503
r2726,e1504
r2727,e0827
r2728,e0363
r2729,e1505
r2730,e1506
r2731,e1507
r2732,e1508
r2733,e1101
r2734,e0057
r2735,e1217
r2736,e1509
r2737,e1337
r2738,e0571
r2739,e1510
r2740,e0747
r2741,e1456
r2742,e0902
r2743,e0581
r2744,e0642
r2745,e0872
r2746,e0999
r2747,e1321
r2748,e1164
r2749,e1229
r2750,e1371
r2751,e0417
r2752,e0053
r2753,e1289
r2754,e0348
r2755,e1337
r2756,e1161
r2757,e1201
r2758,e1222
r2759,e0542
r2760,e0779
r2761,e1044
r2762,e0479
r2763,e1511
r2764,e1512
r2765,e0404
r2766,e1513
r2767,e0615
r2768,e1514
r2769,e0900
r2770,e1515
r2771,e1086
r2772,e1516
r2773,e0034
r2774,e0046
r2775,e1064
r2776,e0513
r2777,e1517
r2778,e1518
r2779,e0967
r2780,e1519
r2781,e1194
r2782,e1520
r2783,e1510
r2784,e1521
r2785,e0355
r2786,e0062
r2787,e1522
r2788,e1523
r2789,e0151
r2790,e0515
r2791,e1524
r2792,e0312
r2793,e1525
r2794,e0406
r2795,e0662
r2796,e0570
r2797,e1526
r2798,e0340
r2799,e1153
r2800,e0569
r2801,e1527
r2802,e1063
r2803,e0568
r2804,e1528
r2805,e1529
r2806,e1530
r2807,e0363
r2808,e0415
r2809,e0338
r2810,e0111
r2811,e1120
r2812,e1020
r2813,e0823
r2814,e0015
r2815,e1148
r2816,e1531
r2817,e0823
r2818,e1532
r2819,e0746
r2820,e0941
r2821,e0428
r2822,e1533
r2823,e1409
r2824,e0743
r2825,e1212
r2826,e1534
r2827,e1535
r2828,e0895
r2829,e0938
r2830,e0118
r2831,e0218
r2832,e1201
r2833,e0839
r2834,e1536
r2835,e0732
r2836,e1354
r2837,e1537
r2838,e0021
r2839,e1538
r2840,e0500
r2841,e0696
r2842,e1539
r2843,e0125
r2844,e1072
r2845,e1540
r2846,e1175
r2847,e1541
r2848,e0155
r2849,e1419
r2850,e0460
r2851,e1542
r2852,e0204
r2853,e0963
r2854,e0106
r2855,e1543
r2856,e0636
r2857,e1544
r2858,e0445
r2859,e1545
r2860,e1264
r2861,e0550
r2862,e1385
r2863,e0432
r2864,e0888
r2865,e0375
r2866,e0570
r2867,e1508
r2868,e0951
r2869,e0191
r2870,e0179
r2871,e0860
r2872,e1327
r2873,e1075
r2874,e0276
r2875,e0035
r2876,e0657
r2877,e1546
r2878,e1547
r2879,e0218
r2880,e0107
r2881,e0365
r2882,e0589
r2883,e1548
r2884,e1549
r2885,e1024
r2886,e1534
r2887,e1550
r2888,e0164
r2889,e0660
r2890,e0513
r2891,e0178
r2892,e1551
r2893,e1108
r2894,e1552
r2895,e0953
r2896,e0474
r2897,e0888
r2898,e1094
r2899,e0986
r2900,e0103
r2901,e0333
r2902,e0702
r2903,e1218
r2904,e1122
r2905,e0322
r2906,e0013
r2907,e1517
r2908,e0316
r2909,e0470
r2910,e0993
r2911,e0319
r2912,e1311
r2913,e0957
r2914,e0243
r2915,e1503
r2916,e0081
r2917,e0581
r2918,e0963
r2919,e1553
r2920,e1554
r2921,e0895
r2922,e0935
r2923,e0804
r2924,e1555
r2925,e1542
r2926,e0433
r2927,e1242
r2928,e0085
r2929,e0166
r2930,e0549
r2931,e0508
r2932,e0700
r2933,e1130
r2934,e0192
r2935,e1556
r2936,e0231
r2937,e1037
r2938,e0132
r2939,e0473
r2940,e1395
r2941,e1557
r2942,e1286
r2943,e1558
r2944,e1102
r2945,e0232
r2946,e0137
r2947,e1053
r2948,e1559
r2949,e1266
r2950,e1087
r2951,e1560
r2952,e0364
r2953,e0520
r2954,e1431
r2955,e1258
r2956,e1118
r2957,e0388
r2958,e0591
r2959,e0626
r2960,e1561
r2961,e0720
r2962,e1562
r2963,e1349
r2964,e0659
r2965,e1064
r2966,e0707
r2967,e0204
r2968,e1379
r2969,e1053
r2970,e0036
r2971,e0519
r2972,e0944
r2973,e1563
r2974,e1564
r2975,e1565
r2976,e0481
r2977,e1356
r2978,e0042
r2979,e0650
r2980,e1566
r2981,e1567
r2982,e0674
r2983,e1568
r2984,e0637
r2985,e1214
r2986,e1407
r2987,e1569
r2988,e1570
r2989,e1569
r2990,e1571
r2991,e0699
r2992,e0053
r2993,e0418
r2994,e1572
r2995,e0616
r2996,e1573
r2997,e0353
r2998,e0662
r2999,e0479
r3000,e1574
r3001,e1274
r3002,e0619
r3003,e1575
r3004,e1576
r3005,e0224
r3006,e1577
r3007,e0794
r3008,e0129
r3009,e0697
r3010,e1488
r3011,e1578
r3012,e0535
r3013,e1469
r3014,e0377
r3015,e0877
r3016,e0256
r3017,e0028
r3018,e1579
r3019,e1580
r3020,e1189
r3021,e1188
r3022,e0165
r3023,e0843
r3024,e1324
r3025,e0341
r3026,e1581
r3027,e0120
r3028,e1343
r3029,e1582
r3030,e1240
r3031,e1583
r3032,e0064
r3033,e1584
r3034,e1067
r3035,e1585
r3036,e0852
r3037,e0194
r3038,e1586
r3039,e1587
r3040,e1137
r3041,e1096
r3042,e0540
r3043,e1355
r3044,e0686
r3045,e1193
r3046,e1566
r3047,e0089
r3048,e0990
r3049,e1588
r3050,e0720
r3051,e0816
r3052,e0963
r3053,e0956
r3054,e0462
r3055,e0265
r3056,e1589
r3057,e1434
r3058,e0657
r3059,e0751
r3060,e1585
r3061,e1590
r3062,e1318
r3063,e1401
r3064,e0238
r3065,e0506
r3066,e0781
r3067,e1302
r3068,e0014
r3069,e1591
r3070,e0100
r3071,e0830
r3072,e0646
r3073,e1475
r3074,e1586
r3075,e0804
r3076,e0646
r3077,e0157
r3078,e1124
r3079,e0867
r3080,e1314
r3081,e1592
r3082,e1578
r3083,e1593
r3084,e0491
r3085,e1594
r3086,e1595
r3087,e0786
r3088,e0702
r3089,e1359
r3090,e1596
r3091,e1321
r3092,e1289
r3093,e1543
r3094,e1597
r3095,e0335
r3096,e1099
r3097,e0864
r3098,e1347
r3099,e0414
r3100,e1598
r3101,e1426
r3102,e1122
r3103,e1599
r3104,e0054
r3105,e0196
r3106,e0043
r3107,e1600
r3108,e0169
r3109,e1601
r3110,e0934
r3111,e0567
r3112,e0943
r3113,e1148
r3114,e1602
r3115,e1418
r3116,e0107
r3117,e1603
r3118,e1069
r3119,e0211
r3120,e1604
r3121,e1562
r3122,e1605
r3123,e1509
r3124,e1606
r3125,e1389
r3126,e0115
r3127,e1237
r3128,e0792
r3129,e0276
r3130,e0340
r3131,e0062
r3132,e1607
r3133,e1606
r3134,e1581
r3135,e1311
r3136,e0270
r3137,e0678
r3138,e1119
r3139,e0733
r3140,e1608
r3141,e0499
r3142,e0815
r3143,e1452
r3144,e1057
r3145,e1181
r3146,e1279
r3147,e1425
r3148,e1122
r3149,e0418
r3150,e1595
r3151,e1609
r3152,e1610
r3153,e0413
r3154,e0940
r3155,e0362
r3156,e0573
r3157,e0300
r3158,e0586
r3159,e0369
r3160,e1127
r3161,e1611
r3162,e1100
r3163,e0315
r3164,e1445
r3165,e1612
r3166,e1179
r3167,e1613
r3168,e0969
r3169,e0264
r3170,e0015
r3171,e1614
r3172,e0032
r3173,e1615
r3174,e1616
r3175,e1356
r3176,e0420
r3177,e0021
r3178,e0142
r3179,e0174
r3180,e0447
r3181,e0600
r3182,e1617
r3183,e0510
r3184,e0700
r3185,e1406
r3186,e0724
r3187,e1258
r3188,e1380
r3189,e1618
r3190,e1619
r3191,e1620
r3192,e1621
r3193,e0375
r3194,e1053
r3195,e0364
r3196,e1103
r3197,e1622
r3198,e0438
r3199,e1623
r3200,e0969
r3201,e0585
r3202,e1624
r3203,e1625
r3204,e1382
r3205,e0165
r3206,e0150
r3207,e0281
r3208,e0432
r3209,e1053
r3210,e0777
r3211,e1440
r3212,e0755
r3213,e1626
r3214,e1627
r3215,e0497
r3216,e0743
r3217,e1254
r3218,e1628
r3219,e1351
r3220,e1629
r3221,e0429
r3222,e1630
r3223,e1631
r3224,e0188
r3225,e0155
r3226,e1289
r3227,e1632
r3228,e1327
r3229,e0015
r3230,e0439
r3231,e1633
r3232,e1592
r3233,e0088
r3234,e1634
r3235,e1635
r3236,e1087
r3237,e1220
r3238,e0923
r3239,e0797
r3240,e0037
r3241,e1636
r3242,e0575
r3243,e1559
r3244,e1637
r3245,e1638
r3246,e0083
r3247,e0855
r3248,e0665
r3249,e0757
r3250,e0167
r3251,e1093
r3252,e0915
r3253,e0075
r3254,e0663
r3255,e1639
r3256,e1625
r3257,e0629
r3258,e0443
r3259,e1640
r3260,e0292
r3261,e0188
r3262,e1641
r3263,e1642
r3264,e0156
r3265,e1321
r3266,e1306
r3267,e0686
r3268,e1561
r3269,e0157
r3270,e0255
r3271,e0652
r3272,e0689
r3273,e0748
r3274,e1643
r3275,e0465
r3276,e1301
r3277,e1588
r3278,e1644
r3279,e1645
r3280,e0272
r3281,e0036
r3282,e1174
r3283,e0166
r3284,e1646
r3285,e0591
r3286,e0323
r3287,e0053
r3288,e1164
r3289,e0002
r3290,e1647
r3291,e0826
r3292,e0780
r3293,e0483
r3294,e1648
r3295,e0577
r3296,e0099
r3297,e0916
r3298,e1044
r3299,e1649
r3300,e0966
r3301,e0519
r3302,e1650
r3303,e1284
r3304,e0050
r3305,e0702
r3306,e1651
r3307,e1522
r3308,e0532
r3309,e1652
r3310,e1653
r3311,e0549
r3312,e0042
r3313,e1209
r3314,e1654
r3315,e0287
r3316,e0963
r3317,e0165
r3318,e1655
r3319,e0073
r3320,e1656
r3321,e0091
r3322,e0199
r3323,e0285
r3324,e1657
r3325,e0483
r3326,e1561
r3327,e0926
r3328,e1658
r3329,e1659
r3330,e0391
r3331,e1660
r3332,e1661
r3333,e1396
r3334,e0059
r3335,e1662
r3336,e0081
r3337,e1457
r3338,e1543
r3339,e1311
r3340,e1020
r3341,e0212
r3342,e0776
r3343,e1663
r3344,e1664
r3345,e1665
r3346,e1666
r3347,e1667
r3348,e0593
r3349,e0813
r3350,e0044
r3351,e1471
r3352,e1588
r3353,e1668
r3354,e1338
r3355,e0406
r3356,e1669
r3357,e1670
r3358,e1671
r3359,e1672
r3360,e1438
r3361,e0525
r3362,e0792
r3363,e0266
r3364,e1263
r3365,e0681
r3366,e0091
r3367,e0738
r3368,e0504
r3369,e1485
r3370,e0234
r3371,e0233
r3372,e1511
r3373,e0751
r3374,e1015
r3375,e0240
r3376,e0506
r3377,e1566
r3378,e1356
r3379,e1375
r3380,e1111
r3381,e0731
r3382,e0321
r3383,e0714
r3384,e0523
r3385,e0786
r3386,e0571
r3387,e0707
r3388,e1150
r3389,e0824
r3390,e0941
r3391,e0844
r3392,e0429
r3393,e1673
r3394,e1674
r3395,e0515
r3396,e0507
r3397,e1075
r3398,e1675
r3399,e1360
r3400,e1254
r3401,e1676
r3402,e1077
r3403,e1526
r3404,e0470
r3405,e1677
r3406,e0511
r3407,e1678
r3408,e0560
r3409,e1654
r3410,e1679
r3411,e1680
r3412,e0900
r3413,e0536
r3414,e1359
r3415,e0532
r3416,e0268
r3417,e1681
r3418,e0593
r3419,e1682
r3420,e1683
r3421,e1684
r3422,e1101
r3423,e0938
r3424,e0029
r3425,e0966
r3426,e0304
r3427,e1460
r3428,e0537
r3429,e0326
r3430,e1094
r3431,e1384
r3432,e1275
r3433,e1456
r3434,e0628
r3435,e0430
r3436,e0930
r3437,e1685
r3438,e0256
r3439,e0284
r3440,e0300
r3441,e0967
r3442,e0544
r3443,e1276
r3444,e1025
r3445,e1686
r3446,e1687
r3447,e0378
r3448,e1254
r3449,e0549
r3450,e0650
r3451,e1355
r3452,e0056
r3453,e1688
r3454,e0266
r3455,e0040
r3456,e1213
r3457,e0836
r3458,e0359
r3459,e0778
r3460,e1689
r3461,e1474
r3462,e1690
r3463,e1432
r3464,e0214
r3465,e0732
r3466,e1610
r3467,e0555
r3468,e0095
r3469,e0427
r3470,e0543
r3471,e0433
r3472,e0707
r3473,e1314
r3474,e1691
r3475,e0462
r3476,e1586
r3477,e0630
r3478,e1491
r3479,e1692
r3480,e1693
r3481,e0049
r3482,e1694
r3483,e1695
r3484,e1298
r3485,e0521
r3486,e1696
r3487,e0417
r3488,e1099
r3489,e1369
r3490,e1339
r3491,e1697
r3492,e1698
r3493,e0899
r3494,e0819
